[2017-01-26 11:58:27,898] [INFO] {'msgtype': 'news', 'news': {'articles': [{'title': '您有新的报警', 'picurl': 'http://zabbix.tansuotv.cn/wx_api/img//12312', 'description': '2017-01-26 11:58:27\nID 12312', 'url': 'http://zabbix.tansuotv.cn/wx_api/alert_detail/12312/'}]}, 'agentid': 1, 'toparty': 9}
[2017-01-28 16:45:12,347] [INFO] {'news': {'articles': [{'description': '2017-01-28 16:45:11\n报警信息如下:\r\n\r\n触发器       :  Ping_ loss rate is high on server 123.59.101.104 hadoop_data\r\n触发器状态:  PROBLEM\r\n触发器级别:  Disaster\r\n服务器      ： 123.59.101.104 hadoop_data\r\n检测项目   ： ping_lost_rate \r\n检测结果   ： 1\r\n事件ID       :  545802', 'url': 'http://zabbix.tansuotv.cn/wx_api/alert_detail/545802/', 'picurl': 'http://zabbix.tansuotv.cn/wx_api/img//545802', 'title': '您有新的报警'}]}, 'toparty': 4, 'agentid': 1, 'msgtype': 'news'}
[2017-01-28 16:47:43,242] [INFO] {'msgtype': 'news', 'news': {'articles': [{'url': 'http://zabbix.tansuotv.cn/wx_api/alert_detail/545803/', 'title': '您有新的报警', 'description': '2017-01-28 16:47:42\n报警信息如下:\r\n\r\n触发器       :  Ping_ loss rate is high on server 123.59.101.103 hadoop_data\r\n触发器状态:  PROBLEM\r\n触发器级别:  Disaster\r\n服务器      ： 123.59.101.103 hadoop_data\r\n检测项目   ： ping_lost_rate \r\n检测结果   ： 1\r\n事件ID       :  545803', 'picurl': 'http://zabbix.tansuotv.cn/wx_api/img//545803'}]}, 'toparty': 2, 'agentid': 1}
[2017-01-28 16:47:44,113] [INFO] {'toparty': 4, 'msgtype': 'news', 'news': {'articles': [{'title': '您有新的报警', 'picurl': 'http://zabbix.tansuotv.cn/wx_api/img//545803', 'url': 'http://zabbix.tansuotv.cn/wx_api/alert_detail/545803/', 'description': '2017-01-28 16:47:43\n报警信息如下:\r\n\r\n触发器       :  Ping_ loss rate is high on server 123.59.101.103 hadoop_data\r\n触发器状态:  PROBLEM\r\n触发器级别:  Disaster\r\n服务器      ： 123.59.101.103 hadoop_data\r\n检测项目   ： ping_lost_rate \r\n检测结果   ： 1\r\n事件ID       :  545803'}]}, 'agentid': 1}
[2017-01-28 16:50:45,019] [INFO] {'msgtype': 'news', 'agentid': 1, 'toparty': 2, 'news': {'articles': [{'url': 'http://zabbix.tansuotv.cn/wx_api/alert_detail/545804/', 'description': '2017-01-28 16:50:44\n报警信息如下:\r\n\r\n触发器       :  Ping_ loss rate is high on server 123.59.101.110 hadoop_data\r\n触发器状态:  PROBLEM\r\n触发器级别:  Disaster\r\n服务器      ： 123.59.101.110 hadoop_data\r\n检测项目   ： ping_lost_rate \r\n检测结果   ： 1\r\n事件ID       :  545804', 'picurl': 'http://zabbix.tansuotv.cn/wx_api/img//545804', 'title': '您有新的报警'}]}}
[2017-01-28 16:50:45,860] [INFO] {'toparty': 4, 'agentid': 1, 'news': {'articles': [{'url': 'http://zabbix.tansuotv.cn/wx_api/alert_detail/545804/', 'title': '您有新的报警', 'description': '2017-01-28 16:50:45\n报警信息如下:\r\n\r\n触发器       :  Ping_ loss rate is high on server 123.59.101.110 hadoop_data\r\n触发器状态:  PROBLEM\r\n触发器级别:  Disaster\r\n服务器      ： 123.59.101.110 hadoop_data\r\n检测项目   ： ping_lost_rate \r\n检测结果   ： 1\r\n事件ID       :  545804', 'picurl': 'http://zabbix.tansuotv.cn/wx_api/img//545804'}]}, 'msgtype': 'news'}
[2017-01-28 16:51:16,763] [INFO] {'msgtype': 'news', 'agentid': 1, 'news': {'articles': [{'url': 'http://zabbix.tansuotv.cn/wx_api/alert_detail/545805/', 'description': '2017-01-28 16:51:16\n报警信息如下:\r\n\r\n触发器       :  Ping_ loss rate is high on server 123.59.101.105 hadoop_data\r\n触发器状态:  PROBLEM\r\n触发器级别:  Disaster\r\n服务器      ： 123.59.101.105 hadoop_data\r\n检测项目   ： ping_lost_rate \r\n检测结果   ： 1\r\n事件ID       :  545805', 'picurl': 'http://zabbix.tansuotv.cn/wx_api/img//545805', 'title': '您有新的报警'}]}, 'toparty': 2}
[2017-01-28 16:51:17,706] [INFO] {'msgtype': 'news', 'news': {'articles': [{'title': '您有新的报警', 'description': '2017-01-28 16:51:17\n报警信息如下:\r\n\r\n触发器       :  Ping_ loss rate is high on server 123.59.101.105 hadoop_data\r\n触发器状态:  PROBLEM\r\n触发器级别:  Disaster\r\n服务器      ： 123.59.101.105 hadoop_data\r\n检测项目   ： ping_lost_rate \r\n检测结果   ： 1\r\n事件ID       :  545805', 'picurl': 'http://zabbix.tansuotv.cn/wx_api/img//545805', 'url': 'http://zabbix.tansuotv.cn/wx_api/alert_detail/545805/'}]}, 'toparty': 4, 'agentid': 1}
[2017-01-28 16:52:48,624] [INFO] {'news': {'articles': [{'url': 'http://zabbix.tansuotv.cn/wx_api/alert_detail/545806/', 'picurl': 'http://zabbix.tansuotv.cn/wx_api/img//545806', 'title': '您有新的报警', 'description': '2017-01-28 16:52:48\n报警信息如下:\r\n\r\n触发器       :  Ping_ loss rate is high on server 123.59.101.108 hadoop_data\r\n触发器状态:  PROBLEM\r\n触发器级别:  Disaster\r\n服务器      ： 123.59.101.108 hadoop_data\r\n检测项目   ： ping_lost_rate \r\n检测结果   ： 1\r\n事件ID       :  545806'}]}, 'toparty': 2, 'msgtype': 'news', 'agentid': 1}
[2017-01-28 16:52:49,515] [INFO] {'msgtype': 'news', 'toparty': 4, 'agentid': 1, 'news': {'articles': [{'title': '您有新的报警', 'url': 'http://zabbix.tansuotv.cn/wx_api/alert_detail/545806/', 'description': '2017-01-28 16:52:49\n报警信息如下:\r\n\r\n触发器       :  Ping_ loss rate is high on server 123.59.101.108 hadoop_data\r\n触发器状态:  PROBLEM\r\n触发器级别:  Disaster\r\n服务器      ： 123.59.101.108 hadoop_data\r\n检测项目   ： ping_lost_rate \r\n检测结果   ： 1\r\n事件ID       :  545806', 'picurl': 'http://zabbix.tansuotv.cn/wx_api/img//545806'}]}}
[2017-01-28 16:52:50,386] [INFO] {'news': {'articles': [{'title': '您有新的报警', 'description': '2017-01-28 16:52:50\n报警信息如下:\r\n\r\n触发器       :  Ping_ loss rate is high on server 123.59.101.101 hadoop_data\r\n触发器状态:  PROBLEM\r\n触发器级别:  Disaster\r\n服务器      ： 123.59.101.101 hadoop_data\r\n检测项目   ： ping_lost_rate \r\n检测结果   ： 1\r\n事件ID       :  545807', 'picurl': 'http://zabbix.tansuotv.cn/wx_api/img//545807', 'url': 'http://zabbix.tansuotv.cn/wx_api/alert_detail/545807/'}]}, 'agentid': 1, 'msgtype': 'news', 'toparty': 2}
[2017-01-28 16:52:51,257] [INFO] {'news': {'articles': [{'description': '2017-01-28 16:52:50\n报警信息如下:\r\n\r\n触发器       :  Ping_ loss rate is high on server 123.59.101.101 hadoop_data\r\n触发器状态:  PROBLEM\r\n触发器级别:  Disaster\r\n服务器      ： 123.59.101.101 hadoop_data\r\n检测项目   ： ping_lost_rate \r\n检测结果   ： 1\r\n事件ID       :  545807', 'title': '您有新的报警', 'picurl': 'http://zabbix.tansuotv.cn/wx_api/img//545807', 'url': 'http://zabbix.tansuotv.cn/wx_api/alert_detail/545807/'}]}, 'agentid': 1, 'toparty': 4, 'msgtype': 'news'}
[2017-01-28 16:53:22,120] [INFO] {'msgtype': 'news', 'news': {'articles': [{'picurl': 'http://zabbix.tansuotv.cn/wx_api/img//545808', 'description': '2017-01-28 16:53:21\n报警信息如下:\r\n\r\n触发器       :  Ping_ loss rate is high on server 123.59.101.109 hadoop_data\r\n触发器状态:  PROBLEM\r\n触发器级别:  Disaster\r\n服务器      ： 123.59.101.109 hadoop_data\r\n检测项目   ： ping_lost_rate \r\n检测结果   ： 1\r\n事件ID       :  545808', 'title': '您有新的报警', 'url': 'http://zabbix.tansuotv.cn/wx_api/alert_detail/545808/'}]}, 'toparty': 2, 'agentid': 1}
[2017-01-28 16:53:22,964] [INFO] {'news': {'articles': [{'url': 'http://zabbix.tansuotv.cn/wx_api/alert_detail/545808/', 'picurl': 'http://zabbix.tansuotv.cn/wx_api/img//545808', 'title': '您有新的报警', 'description': '2017-01-28 16:53:22\n报警信息如下:\r\n\r\n触发器       :  Ping_ loss rate is high on server 123.59.101.109 hadoop_data\r\n触发器状态:  PROBLEM\r\n触发器级别:  Disaster\r\n服务器      ： 123.59.101.109 hadoop_data\r\n检测项目   ： ping_lost_rate \r\n检测结果   ： 1\r\n事件ID       :  545808'}]}, 'agentid': 1, 'toparty': 4, 'msgtype': 'news'}
[2017-01-28 16:53:53,847] [INFO] {'msgtype': 'news', 'agentid': 1, 'news': {'articles': [{'title': '您有新的报警', 'url': 'http://zabbix.tansuotv.cn/wx_api/alert_detail/545811/', 'description': '2017-01-28 16:53:53\n报警信息如下:\r\n\r\n触发器       :  Ping_ loss rate is high on server 123.59.101.111 dsp_web\r\n触发器状态:  PROBLEM\r\n触发器级别:  Disaster\r\n服务器      ： 123.59.101.111 dsp_web\r\n检测项目   ： ping_lost_rate \r\n检测结果   ： 1\r\n事件ID       :  545811', 'picurl': 'http://zabbix.tansuotv.cn/wx_api/img//545811'}]}, 'toparty': 2}
[2017-01-28 16:53:54,715] [INFO] {'toparty': 3, 'msgtype': 'news', 'agentid': 1, 'news': {'articles': [{'title': '您有新的报警', 'url': 'http://zabbix.tansuotv.cn/wx_api/alert_detail/545811/', 'description': '2017-01-28 16:53:54\n报警信息如下:\r\n\r\n触发器       :  Ping_ loss rate is high on server 123.59.101.111 dsp_web\r\n触发器状态:  PROBLEM\r\n触发器级别:  Disaster\r\n服务器      ： 123.59.101.111 dsp_web\r\n检测项目   ： ping_lost_rate \r\n检测结果   ： 1\r\n事件ID       :  545811', 'picurl': 'http://zabbix.tansuotv.cn/wx_api/img//545811'}]}}
[2017-01-28 16:53:55,590] [INFO] {'msgtype': 'news', 'news': {'articles': [{'description': '2017-01-28 16:53:55\n报警信息如下:\r\n\r\n触发器       :  Ping_ loss rate is high on server 123.59.101.111 dsp_web\r\n触发器状态:  PROBLEM\r\n触发器级别:  Disaster\r\n服务器      ： 123.59.101.111 dsp_web\r\n检测项目   ： ping_lost_rate \r\n检测结果   ： 1\r\n事件ID       :  545811', 'picurl': 'http://zabbix.tansuotv.cn/wx_api/img//545811', 'url': 'http://zabbix.tansuotv.cn/wx_api/alert_detail/545811/', 'title': '您有新的报警'}]}, 'agentid': 1, 'toparty': 3}
[2017-01-28 16:55:26,476] [INFO] {'agentid': 1, 'toparty': 2, 'news': {'articles': [{'description': '2017-01-28 16:55:26\n报警信息如下:\r\n\r\n触发器       :  Ping_ loss rate is high on server 123.59.101.112 dsp_web\r\n触发器状态:  PROBLEM\r\n触发器级别:  Disaster\r\n服务器      ： 123.59.101.112 dsp_web\r\n检测项目   ： ping_lost_rate \r\n检测结果   ： 1\r\n事件ID       :  545812', 'url': 'http://zabbix.tansuotv.cn/wx_api/alert_detail/545812/', 'title': '您有新的报警', 'picurl': 'http://zabbix.tansuotv.cn/wx_api/img//545812'}]}, 'msgtype': 'news'}
[2017-01-28 16:55:27,559] [INFO] {'msgtype': 'news', 'toparty': 3, 'agentid': 1, 'news': {'articles': [{'picurl': 'http://zabbix.tansuotv.cn/wx_api/img//545812', 'description': '2017-01-28 16:55:26\n报警信息如下:\r\n\r\n触发器       :  Ping_ loss rate is high on server 123.59.101.112 dsp_web\r\n触发器状态:  PROBLEM\r\n触发器级别:  Disaster\r\n服务器      ： 123.59.101.112 dsp_web\r\n检测项目   ： ping_lost_rate \r\n检测结果   ： 1\r\n事件ID       :  545812', 'title': '您有新的报警', 'url': 'http://zabbix.tansuotv.cn/wx_api/alert_detail/545812/'}]}}
[2017-01-28 16:55:28,484] [INFO] {'toparty': 3, 'msgtype': 'news', 'news': {'articles': [{'url': 'http://zabbix.tansuotv.cn/wx_api/alert_detail/545812/', 'picurl': 'http://zabbix.tansuotv.cn/wx_api/img//545812', 'title': '您有新的报警', 'description': '2017-01-28 16:55:28\n报警信息如下:\r\n\r\n触发器       :  Ping_ loss rate is high on server 123.59.101.112 dsp_web\r\n触发器状态:  PROBLEM\r\n触发器级别:  Disaster\r\n服务器      ： 123.59.101.112 dsp_web\r\n检测项目   ： ping_lost_rate \r\n检测结果   ： 1\r\n事件ID       :  545812'}]}, 'agentid': 1}
[2017-01-28 16:55:29,363] [INFO] {'news': {'articles': [{'url': 'http://zabbix.tansuotv.cn/wx_api/alert_detail/545813/', 'title': '您有新的报警', 'description': '2017-01-28 16:55:28\n报警信息如下:\r\n\r\n触发器       :  Ping_ loss rate is high on server 123.59.101.107 hadoop_data\r\n触发器状态:  PROBLEM\r\n触发器级别:  Disaster\r\n服务器      ： 123.59.101.107 hadoop_data\r\n检测项目   ： ping_lost_rate \r\n检测结果   ： 1\r\n事件ID       :  545813', 'picurl': 'http://zabbix.tansuotv.cn/wx_api/img//545813'}]}, 'msgtype': 'news', 'agentid': 1, 'toparty': 2}
[2017-01-28 16:55:30,227] [INFO] {'toparty': 4, 'msgtype': 'news', 'agentid': 1, 'news': {'articles': [{'url': 'http://zabbix.tansuotv.cn/wx_api/alert_detail/545813/', 'description': '2017-01-28 16:55:29\n报警信息如下:\r\n\r\n触发器       :  Ping_ loss rate is high on server 123.59.101.107 hadoop_data\r\n触发器状态:  PROBLEM\r\n触发器级别:  Disaster\r\n服务器      ： 123.59.101.107 hadoop_data\r\n检测项目   ： ping_lost_rate \r\n检测结果   ： 1\r\n事件ID       :  545813', 'picurl': 'http://zabbix.tansuotv.cn/wx_api/img//545813', 'title': '您有新的报警'}]}}
[2017-01-28 17:04:01,169] [INFO] {'agentid': 1, 'news': {'articles': [{'url': 'http://zabbix.tansuotv.cn/wx_api/alert_detail/545811/', 'description': '2017-01-28 17:04:00\n报警信息如下:\r\n\r\n触发器       :  Ping_ loss rate is high on server 123.59.101.111 dsp_web\r\n触发器状态:  PROBLEM\r\n触发器级别:  Disaster\r\n服务器      ： 123.59.101.111 dsp_web\r\n检测项目   ： ping_lost_rate \r\n检测结果   ： 1\r\n事件ID       :  545811', 'picurl': 'http://zabbix.tansuotv.cn/wx_api/img//545811', 'title': '您有新的报警'}]}, 'msgtype': 'news', 'toparty': 3}
[2017-01-28 17:04:02,088] [INFO] {'news': {'articles': [{'picurl': 'http://zabbix.tansuotv.cn/wx_api/img//545811', 'description': '2017-01-28 17:04:01\n报警信息如下:\r\n\r\n触发器       :  Ping_ loss rate is high on server 123.59.101.111 dsp_web\r\n触发器状态:  PROBLEM\r\n触发器级别:  Disaster\r\n服务器      ： 123.59.101.111 dsp_web\r\n检测项目   ： ping_lost_rate \r\n检测结果   ： 1\r\n事件ID       :  545811', 'title': '您有新的报警', 'url': 'http://zabbix.tansuotv.cn/wx_api/alert_detail/545811/'}]}, 'msgtype': 'news', 'toparty': 3, 'agentid': 1}
[2017-01-28 17:05:03,024] [INFO] {'agentid': 1, 'msgtype': 'news', 'toparty': 3, 'news': {'articles': [{'url': 'http://zabbix.tansuotv.cn/wx_api/alert_detail/545812/', 'description': '2017-01-28 17:05:02\n报警信息如下:\r\n\r\n触发器       :  Ping_ loss rate is high on server 123.59.101.112 dsp_web\r\n触发器状态:  PROBLEM\r\n触发器级别:  Disaster\r\n服务器      ： 123.59.101.112 dsp_web\r\n检测项目   ： ping_lost_rate \r\n检测结果   ： 1\r\n事件ID       :  545812', 'picurl': 'http://zabbix.tansuotv.cn/wx_api/img//545812', 'title': '您有新的报警'}]}}
[2017-01-28 17:05:03,889] [INFO] {'agentid': 1, 'msgtype': 'news', 'toparty': 3, 'news': {'articles': [{'picurl': 'http://zabbix.tansuotv.cn/wx_api/img//545812', 'description': '2017-01-28 17:05:03\n报警信息如下:\r\n\r\n触发器       :  Ping_ loss rate is high on server 123.59.101.112 dsp_web\r\n触发器状态:  PROBLEM\r\n触发器级别:  Disaster\r\n服务器      ： 123.59.101.112 dsp_web\r\n检测项目   ： ping_lost_rate \r\n检测结果   ： 1\r\n事件ID       :  545812', 'title': '您有新的报警', 'url': 'http://zabbix.tansuotv.cn/wx_api/alert_detail/545812/'}]}}
[2017-01-28 17:13:04,819] [INFO] {'news': {'articles': [{'picurl': 'http://zabbix.tansuotv.cn/wx_api/img//545801', 'description': '2017-01-28 17:13:04\n报警信息如下:\r\n\r\n触发器       :  Ping_ loss rate is high on server 123.59.101.106 hadoop_data\r\n触发器状态:  PROBLEM\r\n触发器级别:  Disaster\r\n服务器      ： 123.59.101.106 hadoop_data\r\n检测项目   ： ping_lost_rate \r\n检测结果   ： 1\r\n事件ID       :  545801', 'url': 'http://zabbix.tansuotv.cn/wx_api/alert_detail/545801/', 'title': '您有新的报警'}]}, 'agentid': 1, 'toparty': 4, 'msgtype': 'news'}
[2017-01-28 17:14:05,701] [INFO] {'msgtype': 'news', 'agentid': 1, 'news': {'articles': [{'picurl': 'http://zabbix.tansuotv.cn/wx_api/img//545811', 'url': 'http://zabbix.tansuotv.cn/wx_api/alert_detail/545811/', 'title': '您有新的报警', 'description': '2017-01-28 17:14:05\n报警信息如下:\r\n\r\n触发器       :  Ping_ loss rate is high on server 123.59.101.111 dsp_web\r\n触发器状态:  PROBLEM\r\n触发器级别:  Disaster\r\n服务器      ： 123.59.101.111 dsp_web\r\n检测项目   ： ping_lost_rate \r\n检测结果   ： 1\r\n事件ID       :  545811'}]}, 'toparty': 3}
[2017-01-28 17:14:06,618] [INFO] {'news': {'articles': [{'title': '您有新的报警', 'picurl': 'http://zabbix.tansuotv.cn/wx_api/img//545811', 'url': 'http://zabbix.tansuotv.cn/wx_api/alert_detail/545811/', 'description': '2017-01-28 17:14:06\n报警信息如下:\r\n\r\n触发器       :  Ping_ loss rate is high on server 123.59.101.111 dsp_web\r\n触发器状态:  PROBLEM\r\n触发器级别:  Disaster\r\n服务器      ： 123.59.101.111 dsp_web\r\n检测项目   ： ping_lost_rate \r\n检测结果   ： 1\r\n事件ID       :  545811'}]}, 'agentid': 1, 'toparty': 3, 'msgtype': 'news'}
[2017-01-28 17:15:07,486] [INFO] {'toparty': 4, 'msgtype': 'news', 'news': {'articles': [{'picurl': 'http://zabbix.tansuotv.cn/wx_api/img//545802', 'description': '2017-01-28 17:15:07\n报警信息如下:\r\n\r\n触发器       :  Ping_ loss rate is high on server 123.59.101.104 hadoop_data\r\n触发器状态:  PROBLEM\r\n触发器级别:  Disaster\r\n服务器      ： 123.59.101.104 hadoop_data\r\n检测项目   ： ping_lost_rate \r\n检测结果   ： 1\r\n事件ID       :  545802', 'title': '您有新的报警', 'url': 'http://zabbix.tansuotv.cn/wx_api/alert_detail/545802/'}]}, 'agentid': 1}
[2017-01-28 17:15:08,379] [INFO] {'msgtype': 'news', 'toparty': 3, 'agentid': 1, 'news': {'articles': [{'description': '2017-01-28 17:15:07\n报警信息如下:\r\n\r\n触发器       :  Ping_ loss rate is high on server 123.59.101.112 dsp_web\r\n触发器状态:  PROBLEM\r\n触发器级别:  Disaster\r\n服务器      ： 123.59.101.112 dsp_web\r\n检测项目   ： ping_lost_rate \r\n检测结果   ： 1\r\n事件ID       :  545812', 'url': 'http://zabbix.tansuotv.cn/wx_api/alert_detail/545812/', 'picurl': 'http://zabbix.tansuotv.cn/wx_api/img//545812', 'title': '您有新的报警'}]}}
[2017-01-28 17:15:09,259] [INFO] {'toparty': 3, 'agentid': 1, 'msgtype': 'news', 'news': {'articles': [{'title': '您有新的报警', 'description': '2017-01-28 17:15:08\n报警信息如下:\r\n\r\n触发器       :  Ping_ loss rate is high on server 123.59.101.112 dsp_web\r\n触发器状态:  PROBLEM\r\n触发器级别:  Disaster\r\n服务器      ： 123.59.101.112 dsp_web\r\n检测项目   ： ping_lost_rate \r\n检测结果   ： 1\r\n事件ID       :  545812', 'url': 'http://zabbix.tansuotv.cn/wx_api/alert_detail/545812/', 'picurl': 'http://zabbix.tansuotv.cn/wx_api/img//545812'}]}}
[2017-01-28 17:17:40,146] [INFO] {'toparty': 4, 'msgtype': 'news', 'agentid': 1, 'news': {'articles': [{'picurl': 'http://zabbix.tansuotv.cn/wx_api/img//545803', 'description': '2017-01-28 17:17:39\n报警信息如下:\r\n\r\n触发器       :  Ping_ loss rate is high on server 123.59.101.103 hadoop_data\r\n触发器状态:  PROBLEM\r\n触发器级别:  Disaster\r\n服务器      ： 123.59.101.103 hadoop_data\r\n检测项目   ： ping_lost_rate \r\n检测结果   ： 1\r\n事件ID       :  545803', 'url': 'http://zabbix.tansuotv.cn/wx_api/alert_detail/545803/', 'title': '您有新的报警'}]}}
[2017-01-28 17:20:41,055] [INFO] {'agentid': 1, 'news': {'articles': [{'url': 'http://zabbix.tansuotv.cn/wx_api/alert_detail/545804/', 'title': '您有新的报警', 'description': '2017-01-28 17:20:40\n报警信息如下:\r\n\r\n触发器       :  Ping_ loss rate is high on server 123.59.101.110 hadoop_data\r\n触发器状态:  PROBLEM\r\n触发器级别:  Disaster\r\n服务器      ： 123.59.101.110 hadoop_data\r\n检测项目   ： ping_lost_rate \r\n检测结果   ： 1\r\n事件ID       :  545804', 'picurl': 'http://zabbix.tansuotv.cn/wx_api/img//545804'}]}, 'toparty': 4, 'msgtype': 'news'}
[2017-01-28 17:21:41,939] [INFO] {'agentid': 1, 'news': {'articles': [{'description': '2017-01-28 17:21:41\n报警信息如下:\r\n\r\n触发器       :  Ping_ loss rate is high on server 123.59.101.105 hadoop_data\r\n触发器状态:  PROBLEM\r\n触发器级别:  Disaster\r\n服务器      ： 123.59.101.105 hadoop_data\r\n检测项目   ： ping_lost_rate \r\n检测结果   ： 1\r\n事件ID       :  545805', 'picurl': 'http://zabbix.tansuotv.cn/wx_api/img//545805', 'title': '您有新的报警', 'url': 'http://zabbix.tansuotv.cn/wx_api/alert_detail/545805/'}]}, 'msgtype': 'news', 'toparty': 4}
[2017-01-28 17:22:42,831] [INFO] {'agentid': 1, 'news': {'articles': [{'url': 'http://zabbix.tansuotv.cn/wx_api/alert_detail/545806/', 'description': '2017-01-28 17:22:42\n报警信息如下:\r\n\r\n触发器       :  Ping_ loss rate is high on server 123.59.101.108 hadoop_data\r\n触发器状态:  PROBLEM\r\n触发器级别:  Disaster\r\n服务器      ： 123.59.101.108 hadoop_data\r\n检测项目   ： ping_lost_rate \r\n检测结果   ： 1\r\n事件ID       :  545806', 'picurl': 'http://zabbix.tansuotv.cn/wx_api/img//545806', 'title': '您有新的报警'}]}, 'toparty': 4, 'msgtype': 'news'}
[2017-01-28 17:22:43,705] [INFO] {'msgtype': 'news', 'agentid': 1, 'toparty': 4, 'news': {'articles': [{'picurl': 'http://zabbix.tansuotv.cn/wx_api/img//545807', 'description': '2017-01-28 17:22:43\n报警信息如下:\r\n\r\n触发器       :  Ping_ loss rate is high on server 123.59.101.101 hadoop_data\r\n触发器状态:  PROBLEM\r\n触发器级别:  Disaster\r\n服务器      ： 123.59.101.101 hadoop_data\r\n检测项目   ： ping_lost_rate \r\n检测结果   ： 1\r\n事件ID       :  545807', 'title': '您有新的报警', 'url': 'http://zabbix.tansuotv.cn/wx_api/alert_detail/545807/'}]}}
[2017-01-28 17:23:14,623] [INFO] {'msgtype': 'news', 'news': {'articles': [{'description': '2017-01-28 17:23:14\n报警信息如下:\r\n\r\n触发器       :  Ping_ loss rate is high on server 123.59.101.109 hadoop_data\r\n触发器状态:  PROBLEM\r\n触发器级别:  Disaster\r\n服务器      ： 123.59.101.109 hadoop_data\r\n检测项目   ： ping_lost_rate \r\n检测结果   ： 1\r\n事件ID       :  545808', 'picurl': 'http://zabbix.tansuotv.cn/wx_api/img//545808', 'title': '您有新的报警', 'url': 'http://zabbix.tansuotv.cn/wx_api/alert_detail/545808/'}]}, 'toparty': 4, 'agentid': 1}
[2017-01-28 17:24:15,504] [INFO] {'agentid': 1, 'news': {'articles': [{'title': '您有新的报警', 'description': '2017-01-28 17:24:15\n报警信息如下:\r\n\r\n触发器       :  Ping_ loss rate is high on server 123.59.101.111 dsp_web\r\n触发器状态:  PROBLEM\r\n触发器级别:  Disaster\r\n服务器      ： 123.59.101.111 dsp_web\r\n检测项目   ： ping_lost_rate \r\n检测结果   ： 1\r\n事件ID       :  545811', 'url': 'http://zabbix.tansuotv.cn/wx_api/alert_detail/545811/', 'picurl': 'http://zabbix.tansuotv.cn/wx_api/img//545811'}]}, 'msgtype': 'news', 'toparty': 3}
[2017-01-28 17:24:16,388] [INFO] {'msgtype': 'news', 'agentid': 1, 'news': {'articles': [{'description': '2017-01-28 17:24:16\n报警信息如下:\r\n\r\n触发器       :  Ping_ loss rate is high on server 123.59.101.111 dsp_web\r\n触发器状态:  PROBLEM\r\n触发器级别:  Disaster\r\n服务器      ： 123.59.101.111 dsp_web\r\n检测项目   ： ping_lost_rate \r\n检测结果   ： 1\r\n事件ID       :  545811', 'title': '您有新的报警', 'picurl': 'http://zabbix.tansuotv.cn/wx_api/img//545811', 'url': 'http://zabbix.tansuotv.cn/wx_api/alert_detail/545811/'}]}, 'toparty': 3}
[2017-01-28 17:25:17,381] [INFO] {'msgtype': 'news', 'agentid': 1, 'news': {'articles': [{'picurl': 'http://zabbix.tansuotv.cn/wx_api/img//545812', 'url': 'http://zabbix.tansuotv.cn/wx_api/alert_detail/545812/', 'description': '2017-01-28 17:25:17\n报警信息如下:\r\n\r\n触发器       :  Ping_ loss rate is high on server 123.59.101.112 dsp_web\r\n触发器状态:  PROBLEM\r\n触发器级别:  Disaster\r\n服务器      ： 123.59.101.112 dsp_web\r\n检测项目   ： ping_lost_rate \r\n检测结果   ： 1\r\n事件ID       :  545812', 'title': '您有新的报警'}]}, 'toparty': 3}
[2017-01-28 17:25:18,245] [INFO] {'news': {'articles': [{'picurl': 'http://zabbix.tansuotv.cn/wx_api/img//545812', 'url': 'http://zabbix.tansuotv.cn/wx_api/alert_detail/545812/', 'description': '2017-01-28 17:25:17\n报警信息如下:\r\n\r\n触发器       :  Ping_ loss rate is high on server 123.59.101.112 dsp_web\r\n触发器状态:  PROBLEM\r\n触发器级别:  Disaster\r\n服务器      ： 123.59.101.112 dsp_web\r\n检测项目   ： ping_lost_rate \r\n检测结果   ： 1\r\n事件ID       :  545812', 'title': '您有新的报警'}]}, 'msgtype': 'news', 'toparty': 3, 'agentid': 1}
[2017-01-28 17:25:19,119] [INFO] {'msgtype': 'news', 'toparty': 4, 'agentid': 1, 'news': {'articles': [{'picurl': 'http://zabbix.tansuotv.cn/wx_api/img//545813', 'title': '您有新的报警', 'description': '2017-01-28 17:25:18\n报警信息如下:\r\n\r\n触发器       :  Ping_ loss rate is high on server 123.59.101.107 hadoop_data\r\n触发器状态:  PROBLEM\r\n触发器级别:  Disaster\r\n服务器      ： 123.59.101.107 hadoop_data\r\n检测项目   ： ping_lost_rate \r\n检测结果   ： 1\r\n事件ID       :  545813', 'url': 'http://zabbix.tansuotv.cn/wx_api/alert_detail/545813/'}]}}
[2017-01-28 17:33:50,086] [INFO] {'news': {'articles': [{'url': 'http://zabbix.tansuotv.cn/wx_api/alert_detail/545811/', 'picurl': 'http://zabbix.tansuotv.cn/wx_api/img//545811', 'title': '您有新的报警', 'description': '2017-01-28 17:33:49\n报警信息如下:\r\n\r\n触发器       :  Ping_ loss rate is high on server 123.59.101.111 dsp_web\r\n触发器状态:  PROBLEM\r\n触发器级别:  Disaster\r\n服务器      ： 123.59.101.111 dsp_web\r\n检测项目   ： ping_lost_rate \r\n检测结果   ： 1\r\n事件ID       :  545811'}]}, 'msgtype': 'news', 'toparty': 3, 'agentid': 1}
